title,amount,department,date,city,views,details
I was asked to pay for Fire NOC for a Marriage Hall,"20,000",,"March 27, 2019","Thoothukudi, Tamil Nadu",1277,"I have constructed a new Marriage hall with all approvals. Now when i need a Fire NOC, they are asking me to pay 25000.  Why don't the government put ..."
Corrupt branch manager,"50,000",Loans,"March 26, 2019","Bangalore, Karnataka",1715,"Vasant Kumar, date 1st march 2018 7pm Indian bank manager banerghatta road branch, Bangalore denied to loan for no less than 50k bride to provide of l..."
Paid Bribe and very disappointed,100,Entry Tax,"March 26, 2019","Pune, Maharashtra",3859,I was driving from Pune hospital to my home with my mother. There is metro work going on the road which connect Pune bridge. I have not broke the sign...
Female cop bhoir taken bribe of 800 from me ,800,"Traffic Fines, Penalties, Rules","March 26, 2019","Ulhasnagar, Maharashtra",1260,When I was going back to Pune from ulhasnagar wI was stop by this female traffic cop bhoir. She asked all documents I have shown her but my insurance ...
I was asked for a bribe to register my property.,"3,000",Property Registration,"March 26, 2019","Bangalore, Karnataka",1589,I was asked to pay a bribe of Rs.3000 at the Sri Rampura Sub-Registrar office in Magadi Road to get our property registered. I had no other option but...
Mini RootGuard Heavy Duty Gopher Wire Baskets – Hardworkingproducts.com,"39,000",Certificates,"March 26, 2019","Adari, Uttar Pradesh",1791,"Use Mini RootGuard Heavy Duty Gopher Wire Baskets for small plants, such as annuals, border plants and herbs in four-inch pots:  Basil, cilantro, thym..."
"HPI RS4-3, Firestorm Super Nitro RS4 Supercharger at RBinnovations.com","2,900",Customs Check and Clearance,"March 26, 2019","Achhnera, Uttar Pradesh",1962,"Shop and buy online hpi super nitro rs4, hpi super nitro rs4 parts and upgrades from RB Innovations (RBinnovations.com). We have worldwide shipping av..."
Overspending challan,"1,000",FIR and Complaints,"March 25, 2019","Sonipat, Haryana",1724,Wrong charges told for over speeding. Pressure was on paying bribe. Constable. No name plate wore 25-Mar-2019 around 7:15 AM NH-1 Near Gannaur Flyover...
Demand of a bribe by a police constable,"5,000",Autorickshaws,"March 25, 2019","Ghazipur, Uttar Pradesh",3077,Constable name. Sushil kumar shukla Date. 25.03.2019 Time. 4:33 pm Circle officer (CO). Mohammadabad Tehsil. Mohammadabad District. Ghazipur...
"Refurbished 6.5″ Blue Swirl Design Hoverboard, Bag & Bluetooth Deal UK","2,200",Business Visa,"March 25, 2019","Abohar, Punjab",3329,"Buy online best and affordable Refurbished Blue Swirl Design Hoverboard, Bag & Bluetooth Deal UK at Smart Boards UK (smartboardsuk.com) at best market..."
Mistakenly my friend took others bike without checking weather its…,"5,500",Filing FIR,"August 1, 2022","Bangalore, Karnataka",469,"Mistakenly my friend took others bike without checking weather its his bike or not, which was similar to his bike, but key turned with his key too eve..."
Legal Heir Certificate,"1,500",Certificates,"April 1, 2021","Chennai, Tamil Nadu",4582,Legal Heir Certificate Application Number : TN7202012311488 Date of application: 06.01.2021 Applicant Name - Bhuvaneswari KM Person deceased - Sivasu...
Pattadar passbooks,"10,000",Caste Certificate,"March 29, 2021","Proddatur, Andhra Pradesh",3393,Fighting to get pattadar passbooks. Negligent and corrupt officials. No response from higher authorities....
Charging ₹50 for free and mandatory aadhar update . Taking bribe of 20-30k per month,50,Encumbrance Certificate,"March 23, 2021","Pauri, Uttarakhand",3567,Place -Post Office Srinagar Garhwal Pauri Garhwal Uttarakhand Date -23 March 2021  Time - 13.24  I had to update my biometric which is free but the en...
Paid a bribe of 20000 to SRO through an agent for registering a property,"20,000",Property Registration,"March 22, 2021","Bangalore, Karnataka",4820,"I had to pay a bribe of 20000 on 17th March 2021 to real estate agents under the name of Skanda enterprises in Hosakote, Bangalore. They took this cha..."
Paid a bribe of 20k for house registration in bangalore,"20,000",Property Registration,"March 22, 2021","Bangalore, Karnataka",3427,I was asked to pay a bribe of 20000 for my property registration by a third party real estate agent under the name of skanda enterprises.  They told t...
Internal renovation,"10,000",Building and Housing,"March 15, 2021","Bangalore, Karnataka",3141,"Date: March 15, 2021 Time of Incident: Around 10 am Location of Incident: Cambridge Layout  Office -- BBMP office address - Ward 89 Office.   We recen..."
Vehicle towed bribe ,800,"Traffic Fines, Penalties, Rules","March 13, 2021","Bangalore, Karnataka",3216,I was near my bike when the BTP vehicle guys forcefully towed my vehicle near Kasturinagar Ring road just after Tin Factory. I begged them to let my b...
Cop showed fake list of penalty and then asked bribe,"1,000","Traffic Fines, Penalties, Rules","March 5, 2021","Pune, Maharashtra",3193,My car was parked on the left side of the Kumthekar road believing it was also part of the p1 parking as it was 3rd march 2021.  However after an hour...
I was asked to pay a bribe of 2500 INR to a Customs Clearing Officer…,"2,500",Customs Check and Clearance,"February 1, 2021","Ahmedabad, Gujarat",3660,"I was asked to pay a bribe of 2500 INR to a Customs Clearing Officer Ram Pratap on Saturday the 30th January 2021 at 5:00 pm at the Air Cargo Complex,..."
Mental harrassment for bribe and gifts,"15,000",,"March 24, 2019","Nagpur, Maharashtra",2414,"I m working for the same organisation. Our boss continuesly demands gifts, mobile, money etc. If his requirements is not fulfilled by any one then he ..."
BANK MANAGER asking give me extra money for sanction any loan ,"10,000",Loans,"March 24, 2019","Ponnur, Andhra Pradesh",985,"Patchalatadiparru village, patchalatadiparru post  ANDHRA BANK Patchalatadiparru Ponnur Mondal  Guntur D.t  A complaint on Bank manager ...he showing ..."
I was cornered to pay 1000 even after I accepted to pay proper fine,"1,000","Traffic Fines, Penalties, Rules","March 24, 2019","Bangalore, Karnataka",1604,"I was driving from 1st main and turning left at mission road next to income tax department office. I know I just slipped signal so I stopped, but the ..."
Cfvcdxffdcfrdxdfc,10,College Leaving Certificate,"March 23, 2019","Abhayapuri, Assam",3639,Dcffcfsdfddfdsrdxdfdxddddddddddddd...
Charging higher than MRP,5,Fire License,"March 22, 2019","Karur, Tamil Nadu",4591,I was traveling in a govt bus from Madurai to Salem  Inbetween the bus entered a ground and there was a poorly maintained hotel named (HOTEL RASI)   A...
Traffic police asked me to pay 2000 as bribe for letting me go with my bike,"2,000",Number Plates and Vehicle Registration,"March 22, 2019","Pune, Maharashtra",2802,I came from gujarat to maharashtra. and a police officer stopped me and asked to show documents. i did not pay road tax or did not have MH number plat...
For marriage certificate,100,Certificates,"March 21, 2019","Bangalore, Karnataka",1796,Raju was the officer who took a 100 rs bribe in front of me.  The fees was 150rs. He took 250. This was at the sub-registar office in Jayanagar.  ...
Market valution fixde to IGR Office,"50,000",Encumbrance Certificate,"March 21, 2019","Bangalore, Karnataka",4748,officer name ditels nagesh ...
Police verification,500,Verification and Certificates,"March 20, 2019","Bangalore, Karnataka",1683,Paid bribe to madiwala police...
To get conduct certificate,500,FIR and Complaints,"March 20, 2019","Kadapa, Andhra Pradesh",2446,"Paid bribe to si venkata ramana, ramesh etc..."
Bribe to cremate my father,"4,500",Cremation,"December 3, 2020","Bangalore, Karnataka",1982,"On the 06 Nov 2020, my father passed away in hospital of CoViD19 related complications. As per the protocol at the time, his body had to be cremated w..."
COVID BBMP Marshalls - I was wearing a mask in a closed L-Board Car on my way to Yeshwanthpur,250,Aadhaar Card,"December 2, 2020","Bangalore, Karnataka",892,I'm not trying to recover the fine.  I was on my way with my parent to Yeshwanthpur from Ulsoor. I got stopped by COVID Marshalls at the junction at J...
Forced to pay bribe in Taluk office Tiruvannamalai Tamil Nadu,"30,000",Property Registration,"November 20, 2020","Tiruvannamalai, Tamil Nadu",853,"Registrar, Surveyor, Agents in the Taluk Office everyone is involved. They are fixing a minimum bribe of 20000 for Registrar and other people also add..."
"Punished double bribe for being honest by LRO Gonda , uttar pradesh.","20,000",Property Registration,"November 19, 2020","Gonda, Uttar Pradesh",853,"What ever i am writing here was already mailed to all the respective government offices dated May25 , 2020. people marked in that mail was : DM , CMO ..."
Indian bank ,200,Rules and Regulations,"November 18, 2020","Mumbai, Maharashtra",1488,I went to the bank to update my Adyar card mobile no they given me the form at that time they Didn’t told me that they will charge me 200 rs and the...
Rewdar - jirawala parswanath cross road,500,"Traffic Fines, Penalties, Rules","November 17, 2020","Sirohi, Rajasthan",1422,Police official asking bribe from every person as a time of gujarati new year there is a high rush of jain pilgrims to jirawala parshwanath jain mandi...
COCHIN CUSTOMS,"2,500",Customs Check and Clearance,"November 17, 2020","Cochin, Kerala",2514,"Bribe was asked to exit the cochin shipyard at gate by warehouse staff and by security with the consignment , at  3.50 pm . Only after bribe was paid,..."
I paid 2500 bribe for my marriage certificate. ,"2,500",Certificates,"November 13, 2020","Narasaraopet, Andhra Pradesh",1484,I paid 2500 bribe for my marriage certificate to broker and  asked the person why should I pay this much money just to get my certificate. He simply a...
"Bribe for vehicle regn , RTO Mangalore ","2,500",Number Plates and Vehicle Registration,"November 12, 2020","Mangalore, Karnataka",1871,I am told its a common practice to pay bribe in the RTO else the vehicle doesnt  get registered . RTO Gangadhar finds the smallest of the mistakes in ...
I paid a bribe,200,Certificates,"November 12, 2020","Nagapattinam, Tamil Nadu",1219,I will applied a income certificate for my sister in private computer center. And they asked go and get a sign of your area RI and Thaluk office. Toda...
Not providing receipt for towing charge ,650,"Traffic Fines, Penalties, Rules","December 30, 2020","Bangalore, Karnataka",3488,All gundas are appointed as police representatives and they are also drunk. ...
They are taking brive for providing govt land and encroachment,"1,000",Land Registration,"December 29, 2020","Kendujhar, Orissa",2866,"RI sir of jhumpura circle, 05/11/20, they take bribe for giving encroachment for govt land occupied by others! I need help immediately..."
Fine for sticker,500,Autorickshaws,"December 28, 2020","Bangalore, Karnataka",3738,We were new to travelling to karnataka. we got asked to pay bribe(not fine) of 500 for having a black sticker on the car. i admit that it is violation...
ASI BHOLA RAI TAKES BRIBE IN LACS PER MONTH,360,"Traffic Fines, Penalties, Rules","December 24, 2020","Patna, Bihar",2799,I was driving on Baily Road at around 11 am on 22 Dec 2020. When Policewoman stopped me to check my documents. I showed entire documents except pollut...
Bribe for Police Verification for Passport issue,500,Autorickshaws,"December 24, 2020","Bangalore, Karnataka",3612,"My passport had been initiated for Police Verification. I had received call from Jurisdictional Police station, i.e. Ramamurthy Nagar Police Station. ..."
Passport bribe ,150,Passport Status and Delivery,"December 22, 2020","Mumbai, Maharashtra",2980,"I was asked for bribe , the postman which comes to deliver , he said it's very difficult to bring your stuff , we carry all your documents in this hot..."
Fast process need bribe,"2,000","Caste, Community and Income","December 14, 2020","Thane, Maharashtra",2563,"Just visit Tahasil office near Jambhli naka of Thane Maharashtra, with bribe they will give you certificate in 1 day. Without bribe it would take 1-2 ..."
Bribe for building permission,"7,000",Building and Housing,"December 12, 2020","Raigarh, Chhattisgarh",2348,"Hi Team, For building permission I paid total 12500rs where 7000 rs as bribe. It happened on 19th Nov 2020.  Person who took bribe is BI and he doesn'..."
Bribe of 5000Rs was asked by driving school for renewal of RC and fitness certificate in RTO,"5,000","Traffic Fines, Penalties, Rules","December 11, 2020","Bangalore, Karnataka",2455,Bribe of 5000Rs was asked by driving school for renewal of RC and fitness certificate in RTO yeswanthpur...
Bribe 1200Rs for no parking. I parked in front of a hotel bike was taken and bribe of 1200Rs taken,"1,200","Traffic Fines, Penalties, Rules","December 11, 2020","Bangalore, Karnataka",2386,Bribe 1200Rs for no parking. I parked in front of a hotel bike was taken and bribe of 1200Rs taken. Indira nagar traffic police station taken bribe of...
Change of branch ,"15,000",School or College Related,"December 9, 2020","Bangalore, Karnataka",2376,I paid bribe in my college PESIT. As per government vtu rules I have to pay 5000 for change of branch approval as per vtu rules. But they asked me 150...
I paid a bribe for khata transfer (Mutation cum pattadar passbook),"20,000",Land Registration,"December 8, 2020","Nandyal, Andhra Pradesh",1215,"MRI (CHANDRA SHEKAR ) of Nandyal mandal  kurnool district Andhra pradesh, asked for 2,00,00bribe for property transfer (which our father grand father,..."
Did Not have Rs. 1000 to pay old Fine,100,"Traffic Fines, Penalties, Rules","December 7, 2020","Bangalore, Karnataka",1149,My staff was driving the Vehicle & was stopped at Silk Board Bangalore All Documents were Clear But One Old case of August 2020 as Pending which we do...
